Fecha,Tasa
2023-05-24,10881137
2023-05-29,10881137
2023-05-30,10673002
2023-05-31,10662397
2023-06-01,11258695
2023-06-02,11258695
2023-06-05,11258695
2023-06-06,11417221
2023-06-07,11407771
2023-06-08,11325339
2023-06-09,11325339
2023-06-12,11325339
2023-06-13,11411070
2023-06-14,11370861
2023-06-15,11665685
2023-06-16,11665685
2023-06-21,11712176
2023-06-22,11977764
2023-06-23,11977764
2023-06-26,11977764
2023-06-27,12205252
2023-06-28,12189014
2023-06-29,12081625
2023-06-30,12081625
2023-07-03,12081625
2023-07-04,12393998
2023-07-05,12386783
2023-07-06,11973437
2023-07-07,11969132
2023-07-10,11969132
2023-07-11,12618571
2023-07-12,12595846
2023-07-13,12780621
2023-07-14,12780621
2023-07-17,12780621
2023-07-18,12842916
2023-07-19,12788473
2023-07-20,12809874
2023-07-21,12809874
2023-07-24,12809874
2023-07-25,12823173
2023-07-26,12812173
2023-07-27,12598453
2023-07-28,12598453
2023-07-31,12598453
2023-08-01,12697985
2023-08-02,12695785
2023-08-03,13142000
2023-08-04,13142000
2023-08-07,13142000
2023-08-08,13036344
2023-08-09,13007717
2023-08-10,13013587
2023-08-11,13013587
2023-08-14,13013587
2023-08-15,13438164
2023-08-16,13434164
2023-08-17,13581068
2023-08-18,13581068
2023-08-22,13720497
2023-08-23,13682644
2023-08-24,13916668
2023-08-25,13916668
2023-08-28,13916668
2023-08-29,14022123
2023-08-30,13970198
2023-08-31,14263566
2023-09-01,14263566
2023-09-04,14263566
2023-09-05,14446691
2023-09-06,14430116
2023-09-07,14716507
2023-09-08,14716507
2023-09-11,14716507
2023-09-12,14480101
2023-09-13,14477806
2023-09-14,14583158
2023-09-15,14583158
2023-09-18,14583158
2023-09-19,14909575
2023-09-20,14908040
2023-09-21,15404234
2023-09-22,15404234
2023-09-25,15404234
2023-09-26,15403776
2023-09-27,15402241
2023-09-28,15084443
2023-09-29,15084443
2023-10-02,15084443
2023-10-03,14853993
2023-10-04,14853968
2023-10-05,14992619
2023-10-06,14992619
2023-10-09,14992619
2023-10-10,14793986
2023-10-11,14793461
2023-10-12,14054960
2023-10-17,13927896
2023-10-18,13926631
2023-10-19,12946221
2023-10-20,12946221
2023-10-23,12946221
2023-10-24,13337995
2023-10-25,13336470
2023-10-26,13740030
2023-10-27,13740030
2023-10-30,13740030
2023-10-31,13516642
2023-11-01,13516617
2023-11-02,13587059
2023-11-03,13587059
2023-11-07,13830515
2023-11-08,13830490
2023-11-09,14021837
2023-11-10,14021837
2023-11-13,14021837
2023-11-14,14205770
2023-11-15,14205505
2023-11-16,13975368
2023-11-17,13975368
2023-11-21,12344520
2023-11-22,12344245
2023-11-23,10715884
2023-11-24,10715884
2023-11-27,10715884
2023-11-28,9524958
2023-11-29,9524633
2023-11-30,7529063
2023-12-01,7529063
2023-12-04,7529063
2023-12-05,5985589
2023-12-06,5985339
2023-12-07,4851505
2023-12-11,4851505
2023-12-12,3318466
2023-12-13,3316841
2023-12-14,3316841
2023-12-15,3316841
2023-12-18,3316841
2023-12-19,2243111
2023-12-20,2238836
2023-12-21,2048026
2023-12-22,2048026
2023-12-26,1695864
2023-12-27,1693339
2023-12-28,1636551
2023-12-29,1636551
2024-01-02,1607903
2024-01-03,1604878
2024-01-04,1587928
2024-01-05,1587928
2024-01-08,1587928
2024-01-09,1045763
2024-01-10,1043238
2024-01-11,12820
2024-01-12,12820
2024-01-15,12820
2024-01-16,12820
2024-01-17,10075
2024-01-18,10075
2024-01-19,10075
2024-01-22,10075
2024-01-23,10075
2024-01-24,5525
2024-01-25,5525
2024-01-26,5525
2024-01-29,5525
2024-01-30,5525
2024-01-31,5150
2024-02-01,5150
2024-02-02,5150
2024-02-05,5150
2024-02-06,5150
2024-02-07,4375
2024-02-08,4375
2024-02-09,4375
2024-02-14,3100
2024-02-15,3100
2024-02-16,3100
2024-02-19,3100
2024-02-20,3100
2024-02-21,3050
2024-02-22,3050
2024-02-23,3050
2024-02-26,3050
2024-02-27,3050
2024-02-28,3000
2024-02-29,3000
2024-03-01,3000
2024-03-04,3000
2024-03-05,3000
2024-03-06,3000
2024-03-07,3000
2024-03-08,3000
2024-03-11,3000
2024-03-12,3000
