Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-07-26 00:00:00-04:00,12.84083367756435,13.07345747607095,12.79430891786303,13.026932716369629,28900,0.0,0.0
2000-07-27 00:00:00-04:00,13.026932716369629,13.11998223577227,12.93388319696699,13.026932716369629,61200,0.0,0.0
2000-07-28 00:00:00-04:00,13.073459879099893,13.073459879099893,12.747786501328722,12.93388557434082,146100,0.0,0.0
2000-07-31 00:00:00-04:00,13.026934377717465,13.166508674621582,12.561686721370414,13.166508674621582,178400,0.0,0.0
2000-08-01 00:00:00-04:00,13.07345747607095,13.724804111889432,12.84083367756435,13.026932716369629,87400,0.0,0.0
2000-08-02 00:00:00-04:00,13.213033440256288,13.399132502795108,13.166508674621582,13.166508674621582,34800,0.0,0.0
2000-08-03 00:00:00-04:00,13.119984647352918,13.154878223542687,12.840836037834771,12.93388557434082,60800,0.0,0.0
2000-08-04 00:00:00-04:00,12.933883183244346,13.026932702548262,12.84083366394043,12.84083366394043,48600,0.0,0.0
2000-08-07 00:00:00-04:00,12.84083366394043,12.980407942896303,12.701259384984555,12.84083366394043,52500,0.0,0.0
2000-08-08 00:00:00-04:00,12.747784144636514,13.073457462200219,12.747784144636514,12.84083366394043,107500,0.0,0.0
2000-08-09 00:00:00-04:00,12.887359137024827,12.980408661479881,12.46863627697709,12.608210563659668,147500,0.0,0.0
2000-08-10 00:00:00-04:00,12.5151598071324,12.747783595369063,12.189486503601074,12.189486503601074,184700,0.0,0.0
2000-08-11 00:00:00-04:00,12.32906024903059,12.32906024903059,11.72423842549324,11.910337448120117,312500,0.0,0.0
2000-08-14 00:00:00-04:00,11.863812883216214,11.910337639620984,11.584664344787598,11.584664344787598,117300,0.0,0.0
2000-08-15 00:00:00-04:00,11.584666496369897,11.584666496369897,11.305517906095922,11.44509220123291,242800,0.0,0.0
2000-08-16 00:00:00-04:00,11.352041692319123,11.352041692319123,10.14239790543266,10.700695037841797,288500,0.0,0.0
2000-08-17 00:00:00-04:00,10.793745040893555,11.81728982925415,10.793745040893555,11.538141250610352,488900,0.0,0.0
2000-08-18 00:00:00-04:00,11.491615522103233,11.491615522103233,11.21246696691044,11.352041244506836,183400,0.0,0.0
2000-08-21 00:00:00-04:00,11.352040259043376,11.352040259043376,11.16594123840332,11.16594123840332,11600,0.0,0.0
2000-08-22 00:00:00-04:00,11.165942005902172,11.770763864555207,11.119417247544247,11.677714347839355,129700,0.0,0.0
2000-08-23 00:00:00-04:00,11.584664158523083,12.096436470746994,11.352040380239487,11.910337448120117,319200,0.0,0.0
2000-08-24 00:00:00-04:00,11.863813200069748,12.189486503601074,11.770763684775083,12.189486503601074,214800,0.0,0.0
2000-08-25 00:00:00-04:00,12.189484148314504,12.329058394287571,12.096434650999127,12.282533645629883,99700,0.0,0.0
2000-08-28 00:00:00-04:00,12.189484148314504,12.282533645629883,12.142959399656815,12.282533645629883,46600,0.0,0.0
2000-08-29 00:00:00-04:00,12.189484148314504,12.37558314294526,12.096434650999127,12.282533645629883,338200,0.0,0.0
2000-08-30 00:00:00-04:00,12.282534642006034,12.468633651733398,12.189485137142352,12.468633651733398,100800,0.0,0.0
2000-08-31 00:00:00-04:00,12.468635153263174,13.399130313954455,12.329060879159481,13.11998176574707,433900,0.0,0.0
2000-09-01 00:00:00-04:00,13.213033440256288,13.492182034064518,13.166508674621582,13.166508674621582,217800,0.0,0.0
2000-09-05 00:00:00-04:00,13.306081026685707,13.306081026685707,12.98040771484375,12.98040771484375,43800,0.0,0.0
2000-09-06 00:00:00-04:00,13.026934875047594,13.119984409869362,12.75941746243501,12.887360572814941,50900,0.0,0.0
2000-09-07 00:00:00-04:00,13.026930680915491,13.213029690642855,12.422108899301557,12.468633651733398,293100,0.0,0.0
2000-09-08 00:00:00-04:00,12.422111039711197,12.51516056060791,12.422111039711197,12.51516056060791,4100,0.0,0.0
2000-09-11 00:00:00-04:00,12.468636993178748,12.51516175807867,12.375587463378908,12.375587463378906,22300,0.0,0.0
2000-09-12 00:00:00-04:00,12.282537933579066,12.468636993178748,12.282537933579066,12.375587463378906,51800,0.0,0.0
2000-09-13 00:00:00-04:00,12.329058394287571,12.37558314294526,12.003385153683748,12.282533645629883,37700,0.0,0.0
2000-09-14 00:00:00-04:00,12.375585285639854,12.375585285639854,12.142961502075195,12.142961502075195,32600,0.0,0.0
2000-09-15 00:00:00-04:00,12.282533645629883,12.329058394287571,12.282533645629883,12.282533645629883,84200,0.0,0.0
2000-09-18 00:00:00-04:00,12.18948505108173,12.28253455528846,12.096435546875,12.096435546875,62700,0.0,0.0
2000-09-19 00:00:00-04:00,12.096440109552121,12.096440109552121,11.538142873726638,11.863816261291504,191200,0.0,0.0
2000-09-20 00:00:00-04:00,11.770764077296024,11.770764077296024,11.25899172610924,11.352041244506836,214200,0.0,0.0
2000-09-21 00:00:00-04:00,11.352042671141586,11.491616966278572,11.352042671141586,11.44509220123291,365800,0.0,0.0
2000-09-22 00:00:00-04:00,11.305514790705132,11.538138551830752,11.072891029579512,11.212465286254883,373000,0.0,0.0
2000-09-25 00:00:00-04:00,11.398567436187248,11.44509220123291,11.25899314105026,11.44509220123291,87500,0.0,0.0
2000-09-26 00:00:00-04:00,11.212468143385284,11.631191020109215,11.212468143385284,11.398567199707031,111300,0.0,0.0
2000-09-27 00:00:00-04:00,11.352040259043376,11.36367144783338,11.16594123840332,11.16594123840332,112500,0.0,0.0
2000-09-28 00:00:00-04:00,11.165943852177373,11.352042916380329,11.072894320075894,11.30551815032959,69900,0.0,0.0
2000-09-29 00:00:00-04:00,11.39856501420339,11.39856501420339,11.16594123840332,11.16594123840332,38300,0.0,0.0
2000-10-02 00:00:00-04:00,11.445091231530455,11.445091231530455,11.026368381596413,11.072893142700195,21800,0.0,0.0
2000-10-03 00:00:00-04:00,11.352041950631648,11.352041950631648,10.886794329704122,10.933319091796875,213600,0.0,0.0
2000-10-04 00:00:00-04:00,11.026366940999434,11.07289169602475,10.886792675923493,10.979842185974121,67500,0.0,0.0
2000-10-05 00:00:00-04:00,10.933319091796875,10.979843853889626,10.793744805518616,10.933319091796875,188800,0.0,0.0
2000-10-06 00:00:00-04:00,10.933318834389206,10.933318834389206,10.421546463417796,10.514595985412598,76400,0.0,0.0
2000-10-09 00:00:00-04:00,10.421546454902167,10.421546454902167,10.188922650105244,10.328496932983398,10100,0.0,0.0
2000-10-10 00:00:00-04:00,10.375020274094172,10.421545028686523,10.09587174654007,10.421545028686523,171100,0.0,0.0
2000-10-11 00:00:00-04:00,10.42154412520559,10.65416787800036,10.14239562185187,10.607643127441406,548800,0.0,0.0
2000-10-12 00:00:00-04:00,10.607646995120579,10.654171762643037,10.049349784851074,10.049349784851074,1614500,0.0,0.0
2000-10-13 00:00:00-04:00,10.1423978805542,10.28197216331412,9.956298836874305,10.1423978805542,181500,0.0,0.0
2000-10-16 00:00:00-04:00,10.142396396061159,10.142396396061159,9.816723117288554,9.863247871398926,21700,0.0,0.0
2000-10-17 00:00:00-04:00,9.909775044658396,9.909775044658396,9.398002624511719,9.398002624511719,158500,0.0,0.0
2000-10-18 00:00:00-04:00,9.293323521497774,9.677152903487043,8.932756526295732,9.537578582763672,607800,0.0,0.0
2000-10-19 00:00:00-04:00,9.677148955208915,10.421545028686523,9.677148955208915,10.421545028686523,226000,0.0,0.0
2000-10-20 00:00:00-04:00,10.32849691515771,10.32849691515771,9.723675023729557,9.956298828125,456200,0.0,0.0
2000-10-23 00:00:00-04:00,9.956300325393677,9.956300325393677,9.165379271507263,9.304953575134277,177300,0.0,0.0
2000-10-24 00:00:00-04:00,9.491050200028853,9.491050200028853,9.211901664733887,9.211901664733887,81200,0.0,0.0
2000-10-25 00:00:00-04:00,9.118854060925937,9.118854060925937,8.700131170373215,8.839705467224121,312800,0.0,0.0
2000-10-26 00:00:00-04:00,8.83970387463499,9.444525718688965,8.83970387463499,9.444525718688965,304900,0.0,0.0
2000-10-27 00:00:00-04:00,9.491049710945164,10.51459428761572,9.444524957460139,10.375020027160645,735200,0.0,0.0
2000-10-30 00:00:00-05:00,10.235445804007778,10.561119079589844,10.142396296698616,10.561119079589844,288000,0.0,0.0
2000-10-31 00:00:00-05:00,10.607645288557453,10.979843368857715,10.607645288557453,10.840269088745117,203900,0.0,0.0
2000-11-01 00:00:00-05:00,10.70069456922597,10.793744087219238,10.561120292236065,10.793744087219238,85900,0.0,0.0
2000-11-02 00:00:00-05:00,10.700693686803183,11.258990748723349,10.654168931643168,11.16594123840332,469700,0.0,0.0
2000-11-03 00:00:00-05:00,11.02636683838708,11.02636683838708,10.421545028686523,10.421545028686523,560200,0.0,0.0
